host_id,ts,cpu_usage_pct,cpu_ready_pct,mem_usage_pct,network_latency_ms,component_count_pct
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T22:54:00,25.44,1.6,44.59,0.74,33.65
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T22:54:00,24.08,1.33,45.66,0.59,30.41
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T22:54:00,21.14,2.04,41.64,0.94,36.14
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T22:54:00,18.48,1.81,43.6,0.69,36.47
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T22:54:00,28.65,0.74,43.97,0.97,34.55
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T22:54:00,27.52,1.72,41.94,0.77,32.1
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T22:54:00,31.56,0.67,41.83,0.48,36.32
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T22:54:00,25.25,1.88,41.33,0.89,35.23
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T22:54:00,25.05,1.46,40.15,0.71,34.41
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T22:56:00,24.96,0.82,43.22,0.79,70.66
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T22:56:00,21.83,1.87,46.04,0.54,37.02
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T22:56:00,29.14,0.81,49.29,0.49,33.84
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T22:56:00,25.91,0.94,44.6,0.48,33.41
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T22:56:00,30.02,1.23,43.75,0.69,35.24
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T22:56:00,28.01,1.85,40.91,0.93,37.17
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T22:56:00,20.02,1.79,40.49,0.88,36.06
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T22:56:00,20.14,0.49,48.49,0.65,35.01
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T22:56:00,28.84,1.73,43.68,0.82,35.09
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T22:56:00,29.59,1.03,44.34,0.68,35.29
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T22:56:00,20.03,0.94,41.61,0.55,37.42
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T22:56:00,25.44,1.15,40.6,0.57,32.88
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T22:56:00,25.21,1.76,44.13,0.8,35.08
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T22:56:00,28.69,2.48,43.44,0.66,35.74
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T22:56:00,24.78,1.5,42.15,0.57,37.28
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T22:56:00,25.71,0.85,41.74,0.27,34.37
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T22:58:00,22.18,0.61,42.61,0.91,70.22
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T22:58:00,22.79,1.36,42.36,0.48,35.85
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T22:58:00,29.19,1.23,44.68,0.6,34.48
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T22:58:00,24.83,1.75,44.03,0.52,38.43
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T22:58:00,22.52,2.07,47.01,0.83,37.16
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T22:58:00,24.56,1.94,41.47,0.71,37.27
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T22:58:00,28.2,2.17,42.73,0.64,35.03
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T22:58:00,28.5,2.17,46.29,0.63,31.3
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T22:58:00,22.72,0.93,47.4,0.7,34.77
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T22:58:00,26.22,1.74,44.86,0.61,31.85
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T22:58:00,27.54,0.72,42.35,0.73,38.16
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T22:58:00,29.74,2.31,41.81,0.76,34.29
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T22:58:00,27.01,2.39,45.6,0.44,37.52
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T22:58:00,26.7,1.85,42.26,0.37,35.3
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T22:58:00,23.63,1.4,44.6,0.74,36.42
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T22:58:00,25.84,1.89,42.73,0.53,33.5
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:00:00,21.92,2.18,44.92,0.34,70.09
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:00:00,23.71,1.29,47.04,0.61,38.5
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:00:00,31.72,2.0,45.84,0.78,36.11
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:00:00,21.92,1.83,45.96,0.85,32.85
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:00:00,29.52,0.8,44.54,0.9,36.94
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:00:00,25.06,1.54,46.47,0.52,36.04
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:00:00,25.42,1.4,45.76,0.87,32.09
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:00:00,23.0,2.13,42.84,0.69,37.63
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:00:00,28.14,1.38,42.97,0.74,34.31
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:00:00,25.66,0.8,42.3,0.48,35.12
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:00:00,20.63,0.75,43.59,0.4,36.93
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:00:00,28.35,1.85,46.54,0.51,34.64
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:00:00,31.66,0.87,41.84,0.66,38.09
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:00:00,29.09,1.57,41.97,0.75,38.45
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:00:00,24.68,2.02,43.55,0.45,37.16
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:00:00,27.49,2.33,43.94,0.56,38.54
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:02:00,23.06,1.35,41.67,0.41,71.26
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:02:00,23.14,1.64,45.03,0.48,34.9
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:02:00,21.8,0.89,42.68,0.45,36.14
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:02:00,25.35,3.02,42.12,0.84,34.51
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:02:00,22.66,1.4,44.84,0.58,32.75
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:02:00,23.07,1.27,44.0,0.64,34.58
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:02:00,26.7,2.56,44.81,0.36,35.8
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:02:00,23.35,1.99,44.71,0.7,31.99
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:02:00,27.27,1.7,40.35,0.63,35.04
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:02:00,23.51,0.9,42.28,0.55,32.11
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:02:00,28.63,1.71,43.77,0.86,35.37
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:02:00,24.01,1.54,43.7,0.51,34.26
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:02:00,27.95,0.42,43.63,0.47,31.12
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:02:00,23.48,2.33,43.43,0.71,35.63
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:02:00,22.87,1.51,42.47,0.67,33.41
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:02:00,24.59,2.57,44.74,0.89,36.98
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:04:00,26.73,1.18,42.99,0.43,71.17
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:04:00,22.9,1.07,45.62,0.5,37.08
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:04:00,23.0,1.11,45.82,0.89,33.8
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:04:00,20.94,0.92,42.42,0.67,33.3
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:04:00,21.28,1.79,41.17,0.58,35.5
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:04:00,24.84,1.56,44.62,0.81,34.42
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:04:00,24.68,1.63,45.84,0.39,34.36
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:04:00,27.11,1.87,42.82,0.4,36.36
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:04:00,28.42,1.56,41.12,0.36,36.24
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:04:00,24.65,2.13,44.99,0.39,36.59
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:04:00,26.33,1.26,43.75,0.6,33.53
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:04:00,21.1,0.55,40.8,0.75,32.74
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:04:00,24.44,1.75,45.16,0.67,35.78
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:04:00,23.51,1.66,43.29,0.69,36.57
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:04:00,25.76,1.61,43.41,0.72,33.82
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:04:00,25.72,2.07,40.19,0.49,32.15
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:06:00,23.49,1.61,45.11,0.52,70.93
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:06:00,26.6,1.47,40.35,0.77,36.93
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:06:00,21.44,0.29,45.68,0.32,37.69
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:06:00,21.86,2.31,49.2,0.49,34.81
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:06:00,23.68,0.74,43.36,0.65,34.55
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:06:00,23.27,2.4,40.08,0.71,31.52
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:06:00,20.98,1.5,43.36,0.64,34.5
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:06:00,26.3,0.36,44.72,0.92,29.74
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:06:00,25.79,1.77,42.06,0.71,34.8
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:06:00,26.62,1.08,44.97,0.72,32.64
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:06:00,30.1,1.9,43.15,0.64,33.55
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:06:00,20.23,0.43,45.72,0.45,32.11
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:06:00,25.16,1.31,44.51,0.71,36.63
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:06:00,28.03,1.92,42.81,0.73,31.74
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:06:00,25.48,2.19,42.42,0.93,34.43
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:06:00,29.01,1.38,42.58,0.53,32.93
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:08:00,28.2,0.96,43.05,0.82,71.04
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:08:00,20.86,0.63,44.14,0.52,31.81
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:08:00,29.36,2.21,42.46,0.6,34.48
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:08:00,27.76,2.49,45.63,0.67,32.95
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:08:00,19.44,1.51,42.84,0.86,36.69
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:08:00,23.71,1.88,40.44,0.61,33.18
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:08:00,25.64,2.08,41.64,0.64,33.49
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:08:00,23.81,2.63,43.95,0.77,34.87
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:08:00,28.05,1.94,43.34,0.6,33.8
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:08:00,30.07,1.24,43.09,0.48,32.95
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:08:00,26.14,2.1,44.95,0.79,31.74
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:08:00,30.53,0.99,43.26,0.72,31.95
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:08:00,22.34,1.15,42.34,0.7,34.85
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:08:00,19.62,1.93,41.28,0.76,35.45
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:08:00,26.01,0.72,41.12,0.36,33.39
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:08:00,23.46,0.8,44.54,0.73,36.68
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:10:00,22.82,0.71,43.57,0.49,69.72
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:10:00,25.86,1.39,46.19,0.81,32.78
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:10:00,33.18,0.36,44.31,0.56,35.65
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:10:00,24.25,1.9,43.94,0.84,33.47
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:10:00,19.65,2.28,43.23,0.68,35.12
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:10:00,21.92,1.91,42.76,0.64,33.47
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:10:00,25.05,0.63,41.8,0.79,34.06
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:10:00,29.11,1.49,43.5,0.46,35.97
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:10:00,20.2,0.39,44.85,0.94,35.27
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:10:00,28.07,2.15,42.01,0.7,34.34
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:10:00,28.23,1.33,44.21,0.66,35.78
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:10:00,22.9,0.6,45.3,0.92,34.52
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:10:00,25.53,2.29,42.86,0.61,32.56
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:10:00,34.5,2.43,42.83,0.64,32.24
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:10:00,28.91,1.46,42.36,0.34,33.77
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:10:00,27.98,1.18,42.44,0.99,36.85
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:12:00,28.38,2.78,41.65,0.91,70.06
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:12:00,26.84,0.75,43.17,0.71,37.7
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:12:00,30.54,1.0,44.85,0.58,33.21
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:12:00,28.27,1.84,41.67,0.69,31.93
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:12:00,22.81,0.43,44.14,0.67,33.59
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:12:00,23.66,0.46,41.61,0.7,35.31
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:12:00,24.89,1.72,44.07,0.62,36.47
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:12:00,26.92,2.27,45.6,0.68,30.88
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:12:00,23.37,2.04,45.61,0.72,40.48
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:12:00,26.4,1.91,42.37,0.75,34.84
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:12:00,23.81,0.7,45.08,0.51,36.81
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:12:00,27.02,1.84,43.44,0.52,34.57
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:12:00,29.03,1.25,39.85,0.59,36.71
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:12:00,25.94,2.06,45.71,0.9,36.41
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:12:00,22.93,0.5,44.0,0.59,29.24
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:12:00,24.89,0.89,45.9,0.52,35.99
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:14:00,23.01,0.33,41.9,0.52,70.98
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:14:00,19.45,2.14,44.43,0.77,38.22
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:14:00,28.91,2.25,44.71,0.66,35.1
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:14:00,28.83,1.34,41.69,0.59,33.55
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:14:00,19.22,1.01,42.36,0.66,35.08
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:14:00,26.16,1.59,47.8,0.78,35.83
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:14:00,24.91,0.3,46.07,0.71,38.04
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:14:00,25.18,0.99,44.02,0.8,33.84
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:14:00,24.84,0,41.55,0.81,34.54
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:14:00,22.44,1.54,44.86,0.72,35.9
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:14:00,29.92,1.79,44.01,0.57,32.42
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:14:00,23.0,1.21,42.44,0.65,37.19
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:14:00,25.04,1.89,38.92,0.51,34.99
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:14:00,26.6,1.27,43.89,0.71,32.42
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:14:00,28.82,0.99,42.61,0.85,35.63
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:14:00,21.53,2.09,39.75,0.49,39.26
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:16:00,27.86,0.75,42.24,0.52,71.8
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:16:00,21.34,1.68,43.23,0.76,32.66
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:16:00,20.98,0.67,44.16,0.67,34.35
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:16:00,26.34,1.07,43.18,0.58,30.6
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:16:00,25.89,1.98,43.34,0.51,31.07
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:16:00,22.37,1.39,44.4,0.68,34.34
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:16:00,30.0,1.87,42.69,0.76,37.0
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:16:00,26.75,1.82,43.17,0.47,36.4
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:16:00,26.41,2.45,42.23,0.64,34.38
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:16:00,30.79,2.02,42.78,0.73,35.34
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:16:00,31.23,1.77,42.62,0.62,34.2
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:16:00,27.42,1.09,40.96,0.74,35.6
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:16:00,21.84,1.47,42.44,0.77,34.88
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:16:00,25.55,1.27,45.97,0.92,32.91
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:16:00,19.44,1.3,43.0,0.61,34.79
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:16:00,24.81,1.63,39.5,0.35,37.22
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:18:00,27.6,1.61,44.45,0.73,71.35
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:18:00,23.64,1.62,45.33,0.65,35.93
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:18:00,24.69,1.75,45.91,0.55,36.8
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:18:00,30.26,1.06,43.98,0.68,36.06
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:18:00,28.99,0.84,43.09,0.7,36.46
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:18:00,23.8,1.61,46.09,0.62,36.37
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:18:00,25.45,1.52,43.35,0.69,33.42
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:18:00,25.44,1.65,41.56,0.71,35.5
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:18:00,25.38,2.24,48.2,0.8,40.44
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:18:00,23.1,1.9,40.88,0.47,35.4
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:18:00,23.4,1.53,41.01,0.71,33.14
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:18:00,22.58,1.55,42.8,0.76,32.23
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:18:00,22.7,1.39,43.72,0.75,33.37
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:18:00,25.93,0.73,39.87,0.73,31.72
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:18:00,27.2,1.72,44.37,0.71,34.63
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:18:00,23.01,2.28,46.4,0.6,34.37
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:20:00,27.26,1.45,46.87,0.49,70.22
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:20:00,28.48,2.52,41.41,0.83,35.16
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:20:00,18.96,0.55,43.83,0.59,33.75
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:20:00,24.57,1.52,43.52,0.68,31.91
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:20:00,27.13,1.13,45.01,0.8,36.52
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:20:00,29.15,1.22,45.2,0.52,34.9
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:20:00,25.14,1.77,42.95,0.76,34.59
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:20:00,22.94,1.91,44.17,0.52,34.75
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:20:00,29.25,1.35,45.49,0.86,34.59
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:20:00,30.04,0.75,50.0,0.34,35.01
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:20:00,21.36,1.61,43.98,0.38,38.2
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:20:00,21.18,2.54,42.38,0.83,36.51
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:20:00,34.15,1.89,44.1,0.39,32.54
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:20:00,19.84,1.26,42.36,0.67,34.59
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:20:00,23.99,2.2,40.54,0.99,33.81
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T23:20:00,25.04,2.78,44.85,0.87,34.89
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T23:22:00,25.22,1.48,40.16,0.46,70.87
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T23:22:00,23.23,1.53,43.75,0.68,32.65
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T23:22:00,30.24,0.31,44.15,0.88,36.18
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T23:22:00,22.47,2.42,44.9,0.57,33.77
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T23:22:00,21.22,0.57,41.59,0.84,32.38
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T23:22:00,28.65,2.22,46.85,0.78,33.89
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T23:22:00,21.98,0.41,49.57,0.54,36.25
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T23:22:00,29.17,2.23,43.42,0.56,35.41
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T23:22:00,26.25,1.65,44.46,0.81,36.36
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T23:22:00,29.31,1.23,45.92,0.68,35.03
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T23:22:00,24.17,1.89,43.05,0.79,38.35
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T23:22:00,22.11,0.51,43.53,0.74,31.34
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T23:22:00,20.98,1.47,41.93,0.66,35.08
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T23:22:00,26.82,0.61,44.5,0.61,39.47
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T23:22:00,25.1,1.02,43.78,0.93,39.38
